uidA,uidB,ConfidenceA,ConfidenceB,PPI_type
P56470,Q13045,90.86,81.25,0
Q9NRR5,Q15121,62.56,77.82,0
P50502,P62851,82.19,74,0
Q07352,O75874,60.61,96.16,0
P24394,P49888,55,97.2,0
O94772,P63272,76.58,96.61,0
P53350,O00231,85.17,83.22,0
Q7Z6L0,Q06609,52.19,91.59,0
Q13332,P13994,82.18,74.21,0
P24534,Q8IUX8,77.61,67.16,0
Q99963,Q99496,88.79,78.4,0
Q9NWF9-3,Q96MC5,,,0
O43172,Q96N11,82.32,83.11,0
P63000,Q9GZP4,93.7,84.15,0
Q86XM6,P52757,50.75,84.96,0
P08670,Q9NX95,78.28,55.65,0
Q02978,Q149N8,86.66,71.34,0
Q7Z6L0,O15031,52.19,82.71,0
Q05516,P51690,53.19,93.27,0
Q13426,Q9NWR8,75.23,75.34,0
Q7L190,O60512,66.23,88.72,0
Q9GZT6,Q9NXK8,81.3,89.21,0
Q9H8M9,P60953,64.38,93.39,0
Q8NFP7,Q9Y3D7,90.06,89.47,0
Q01629,P51784,61.77,79.69,0
Q16531,Q12906,91.96,68.09,0
Q96CD2,P69905,91.23,98.03,0
P08559,Q96AE4,94.75,64.94,0
Q9NP59,Q11203,80.51,91.43,0
Q15560,Q9Y6N8,80.87,77.86,0
Q7L190,Q15269,66.23,86.93,0
Q6PGQ7,Q9BTT4,50.73,92.86,0
Q6IAA8,Q9H7E9,79.48,72.7,0
Q13123,O60701,68.83,93.74,0
Q15262,Q9Y3A3,83.41,91.29,0
Q8TER5,Q13501,64.28,67.62,0
P38570,Q9Y6H5,80.58,52.57,0
Q9BUL5,Q13541,60.42,71.29,0
Q86VK4,Q9UK32,50.42,75.76,0
P30050,Q99685,69.77,94.05,0
P05388,Q9GZN7,80.63,89.59,0
Q02878,Q14687,83.32,55.08,0
O95988,P21673,78.82,96.5,0
P09960,P23921,96.58,92.33,0
Q96G74,Q5VU21,65.67,53.83,0
Q8ND90,Q6IAL2,80.44,55.11,0
P04637,Q9HC52,75.13,63.81,0
Q14257,Q9UNF1,78.27,60.5,0
Q15831,P55854,79.65,81.55,0
O14976,Q8TF65,67.49,82.92,0
P07900,P11047,85.47,76.27,0
O43149,P20042,,,0
Q9BZI7,O43292,66.98,87.38,0
Q9NPQ8,Q96C92,90.53,65.59,0
Q9BXR0,Q9Y6V7,94.13,87.31,0
Q9NYQ7,Q9UNI6,,,0
Q16842,Q9UNE7,86.19,89.79,0
Q9GZT6,Q9UBW8,81.3,84.97,0
O00458,P07858,84.62,91.84,0
Q86XS8,O60502,75.47,76.46,0
P08631,P42568,84.2,63.87,0
Q9NVJ2,Q969U7,91.32,92.6,0
O96024,Q13541,85.41,71.29,0
Q13216,P16435,91.67,91.17,0
Q8WVR3,Q8N6T7,71.31,87.96,0
O15062,Q9BPU6,50.87,91.22,0
Q16531,Q8NBJ7,91.96,91.34,0
P09326,Q14055,83.73,55.63,0
P36957,Q7Z3C6,77.81,75.7,0
P17174,Q96P48,96.44,75.35,0
O75398,P67775,61.47,94.78,0
P49703,Q9UNX4,89.97,84.42,0
Q9P2W9,Q49AJ0,73.26,61.76,0
Q04724,P13798,69.52,93.62,0
Q7L2H7,Q96FC9,54.99,71.62,0
O00165,Q8IUX8,59.87,67.16,0
Q6PK04,Q9NVP1,75.01,72.6,0
Q9NTK5,P52565,88.96,90.97,0
Q9NTG7,P42772,76.1,90.76,0
P29692,P36575,73.43,87.12,0
P49703,Q08345,89.97,77.77,0
Q08345,Q96SN7,77.77,80.36,0
Q6FI97,Q9NWZ3,87.78,83.86,0
Q06323,Q9UIM3,90.64,76.49,0
Q6I9S2,Q9BQD7,75.45,82.65,0
Q92540,Q9H0E4,59.85,50.46,0
O95159,Q15155,74.3,80.52,0
Q9H6R6,Q13765,86.68,73.39,0
Q8NG27,P32004,49.93,79.35,0
P07196,O15496,72.26,87.83,0
Q12962,Q13085,69.42,82.76,0
Q05469,P51784,64.51,79.69,0
P62424,Q96M11,91.28,66.19,0
O43237,Q9NY93,63.18,78.22,0
Q8WUB8,Q9BY11,71.34,85.39,0
Q99616,O60315,85.95,50.25,0
Q96GM8,Q9H8M7,79.16,88.49,0
Q9BSI4,Q86YJ7,61,72.65,0
P09960,P62820,96.58,85.64,0
Q9UHX1,Q9H9J2,68.4,88.37,0
Q9Y6K8,P45984,78.98,82.51,0
O60341,Q6IBE6,85.13,88.34,0
P62310,P54274,89.46,72.46,0
O75558,P78417,79.88,95.97,0
Q13885,Q9H832,92.11,82.49,0
Q16478,Q9BVJ7,78.43,97.65,0
Q5UIP0,P05305,53.77,65.39,0
Q5JU30,Q9HA47,,,0
Q7L4P6,P42025,74.72,93.01,0
O00755,Q9NX18,88.76,84.2,0
Q96G25,P63244,78.12,92.07,0
P62310,P51784,89.46,79.69,0
O14798,Q9NW68,72.46,62.48,0
Q9UBV8,Q9Y3C0,75.39,71.36,0
Q9UIF7,P47914,79.57,82.66,0
O95219,Q6FI91,85.13,60.15,0
P27707,Q9H8G2,89.48,63.17,0
P35914,O43147,92.21,71.11,0
P36578,Q9UHF0,87.77,65.7,0
Q9UIF7,Q9H8T0,79.57,78.15,0
Q9Y383,Q6P4A2,65.26,61.71,0
Q9NTK5,Q66LE6,88.96,91.81,0
P61006,Q9NUL3,85.92,69.79,0
Q13243,Q8WUM4,63.4,84.04,0
P49368,P37198,89.09,60.41,0
Q16643,P51784,63.04,79.69,0
Q13547,Q9H8K7,86.31,67.87,0
Q9NWN3,P49448,47.65,90.57,0
Q9BUB7,Q13228,73.04,96.69,0
Q01082,Q86YD1,77.2,67.97,0
P08238,O75899,84.45,77.78,0
P14678,Q9BTT6,71.45,85.57,0
P13686,Q9BQ04,94.94,64.48,0
Q9Y233,O95466,84.51,74.72,0
Q96CS7,Q9UNZ2,69.77,74.65,0
Q8NDT2,Q9BSF8,61.13,69.76,0
P29692,O00757,73.43,93.78,0
P61769,Q9P2S2,94.3,74.71,0
Q5QP82,Q9H8G2,70.97,63.17,0
Q9HCK4,Q9GZN7,67.17,89.59,0
Q92692,Q9H8K7,75.45,67.87,0
P21860,P17480,72.83,78.46,0
O60262,Q9BZD4,91.21,89.43,0
Q7Z478,P20366,74.63,67.08,0
P84101,O95696,81.68,73.25,0
P16403,Q9H761,65.03,,0
Q9P2K9,Q9UHX1,71.02,68.4,0
Q99750,Q9GZW8,50.71,73.85,0
Q14790,P21673,81.49,96.5,0
O43768,O15525,68.6,81.46,0
Q5BIV9,P42568,54.66,63.87,0
Q9NQW7,Q69YU3,96.96,57.74,0
P63000,P62826,93.7,88.83,0
P68032,Q8IYT8,95.46,60.75,0
Q9H910,Q11203,61.1,91.43,0
P45378,Q149N8,78.09,71.34,0
Q92782,Q7LDG7,63.81,77.26,0
Q9UQF2,P11766,53.42,98.1,0
P67775,P20264,94.78,57.84,0
P40429,O00305,95.92,72.26,0
Q9Y4P8,P51690,77.28,93.27,0
O15228,P61970,88.93,95.2,0
P32456,Q96C92,89.23,65.59,0
Q13459,P14555,64.25,91.4,0
Q86XP3,P02545,67.24,77.47,0
Q92527,O14543,85,71.37,0
Q9NP59,P55854,80.51,81.55,0
P16403,Q9Y6H5,65.03,52.57,0
P13686,Q6IAN1,94.94,37.53,0
Q9BVI4,Q16594,90,67.98,0
O96024,P09669,85.41,94.87,0
Q7Z478,Q9NUT2,74.63,78.06,0
P35268,P22392,84.92,97.65,0
Q0P6H9,O75528,91.72,75.47,0
Q9NYS7,Q9H5F2,85.35,67.09,0
O95149,O15211,83.34,72.87,0
O75665,O75689,68.35,96.02,0
Q15605,P16435,,,0
Q92540,P62879,59.85,97.18,0
Q96BY9,Q96AE4,68.47,64.94,0
Q9NY33,P30044,95.55,86.18,0
Q92540,Q9UMR2,59.85,81.7,0
Q15836,Q6IAN0,92.18,92.85,0
P09467,Q9P2W9,94.37,73.26,0
P60660,Q16864,95.37,87.49,0
Q13158,O75131,71.55,91.84,0
O60341,Q32NB8,85.13,85.25,0
O14640,P33240,60.61,60.75,0
Q96ID5,Q9BTT6,76.04,85.57,0
P47224,Q8IYL3,89.04,61.44,0
Q07866,Q9NXK8,75.71,89.21,0
Q8NC60,P60033,74.33,87.27,0
Q9NRX1,O75558,77.75,79.88,0
P51693,O95989,69.72,87.98,0
P14902,O14678,93.4,87.54,0
Q9BPW8,P00797,83.42,85.61,0
Q6IAN1,O00429,37.53,77.23,0
O00329,O60925,87.98,93.21,0
Q75LP0,Q6IAV4,,,0
P16220,Q9H4K1,62.24,86.75,0
Q16643,Q15486,63.04,50.18,0
Q01101,Q15013,59.15,80.4,0
P30086,P04843,97.32,90.73,0
P61247,Q99496,84.38,78.4,0
P42772,Q9H4M7,90.76,58.12,0
Q15233,Q14151,77.81,55.83,0
P14222,Q9BTT6,91.08,85.57,0
Q9Y294,Q9GZN7,85.05,89.59,0
P29074,Q6IAN0,77.3,92.85,0
P67775,P05231,94.78,86.04,0
Q9BTE0,Q92734,92.37,60.73,0
Q9Y4G2,Q9HD15,67.44,76.78,0
Q99962,P00505,86.36,94.75,0
Q86XM6,Q9BQ52,50.75,82.86,0
Q15836,Q03013,92.18,98.25,0
P23246,Q96A73,69.4,59.43,0
P84101,Q13625,81.68,61.68,0
P63208,P50453,90.26,91.84,0
P38570,Q9Y6I3,80.58,65.01,0
P11047,P48304,76.27,89.51,0
P27448,P39880,69.22,62.95,0
P19256,Q3KQU3,83.66,60.52,0
Q01629,O95149,61.77,83.34,0
P61247,P34913,84.38,93.61,0
Q9Y3U8,Q9Y2J2,93.35,59.12,0
P09104,O60315,97.14,50.25,0
Q16478,Q53H47,78.43,83.38,0
Q9UQ03,Q3B820,90.53,66.75,0
Q96A73,Q9BTT6,59.43,85.57,0
Q12852,Q92575,60.92,75.62,0
P47897,Q8NC44,89.74,59.13,0
P24394,P48643,55,89.4,0
O00329,Q13510,87.98,92.05,0
Q03013,Q96AC6,98.25,63.47,0
P06858,Q6ZRQ5,91.21,81.84,0
P80098,Q8IVM0,85.58,75.55,0
Q9NRC8,Q9UNE7,89.13,89.79,0
Q6IAM1,Q8NDT9,73.89,32.42,0
P60174,Q96FF9,96.95,63.51,0
Q15560,Q9C0J8,80.87,56.55,0
P18669,Q70Z53,94.12,72.67,0
Q9H8H0,Q9NWF9-3,78.25,,0
P30281,Q8TF21,87.72,69.95,0
O76061,Q9UKI2,73.3,59.37,0
Q9UKY1,P42677,62.19,92.78,0
Q96I30,P43307,57.3,76.24,0
Q9UPY8,P26447,80.12,85.19,0
Q9UNP9,Q9ULC4,81.55,97.23,0
Q16621,Q49AJ0,67.32,61.76,0
P38936,Q9BSI4,69.96,61,0
Q9H910,P50453,61.1,91.84,0
Q6IAA8,O75569,79.48,76.46,0
Q53H47,P04844,83.38,89.5,0
P56181,P69905,72.7,98.03,0
Q08345,O15230,77.77,,0
O95782,Q9HC52,84.21,63.81,0
P15927,O14832,80.68,87.18,0
P84090,P60903,95.9,91.79,0
O76071,P35637,96.74,53.98,0
Q9Y2X7,P63272,74.98,96.61,0
O95163,Q969U7,84.13,92.6,0
O95159,Q9H6R7,74.3,68.42,0
O95295,Q02388,87.32,,0
Q8IX03,Q9NRX1,61.5,77.75,0
O94761,Q15910,69.03,76.6,0
P11802,Q96SI1,88.26,83.29,0
O75962,Q12929,,,0
Q96HD1,P42772,81.59,90.76,0
Q969G6,P42677,90.85,92.78,0
Q15181,Q8N2Y8,96.01,46.15,0
Q96E40,Q15345,80.91,71.44,0
Q9NPQ8,Q9NQC3,90.53,41.53,0
O15228,Q13368,88.93,79.82,0
Q92597,Q9Y6M9,78.6,96.13,0
Q9BYC9,P29350,91.47,86.41,0
Q9BTV5,Q9NPJ4,88.23,66.63,0
O15530,Q12962,80.12,69.42,0
Q5T0N5,P04183,79.96,82.31,0
P68871,Q9UKV3,96.97,51.16,0
P68871,O14678,96.97,87.54,0
Q9BVJ6,P01909,66.27,88.71,0
Q14790,Q13541,81.49,71.29,0
P98175,Q9UBL3,61.1,77.25,0
Q9HDC9,Q9NPJ1,91.74,89.15,0
Q9NWQ9,P52756,80.26,63.6,0
Q5UIP0,Q9BZD4,53.77,89.43,0
P62995,P05305,56.88,65.39,0
Q8NE71,P61952,72.37,89.21,0
Q9BUJ2,P53041,66.32,92.95,0
P60880,Q99832,84.56,89.04,0
O95295,Q96EW2,87.32,79.11,0
P02787,P51784,93.39,79.69,0
P02771,Q6NUQ1,88.99,85.91,0
Q76MU0,P26885,59.9,89.86,0
Q9H6R6,Q9Y3D7,86.68,89.47,0
Q15406,P45378,78.39,78.09,0
P00797,Q93077,85.61,91.17,0
Q9UQ53,Q9UM11,84.34,82.07,0
O60341,Q5MIZ7,85.13,76.58,0
P37268,Q08752,89.57,96.55,0
Q9UBQ0,Q9HCU4,96.55,,0
A2RRP1,A6NE52,75.09,62.78,0
P06858,Q9BTT4,91.21,92.86,0
P35998,P47736,79.85,71,0
P19367,P50336,94.59,95.37,0
O15228,Q9BY11,88.93,85.39,0
P22459,O75208,70.19,78.31,0
P63162,P55854,71.67,81.55,0
P12236,Q96QE5,91.79,81.37,0
P08559,P55769,94.75,95.05,0
Q9H0Q3,Q49AJ0,70.36,61.76,0
Q9UPT6,Q15269,63,86.93,0
P62316,Q9H492,90.87,91.03,0
P40429,Q9HA65,95.92,74.02,0
Q8TC92,Q9NUT2,75.47,78.06,0
Q9P2W9,P23490,73.26,44.48,0
O95988,Q9NPA8,78.82,93.86,0
Q9UBQ0,Q9UNE7,96.55,89.79,0
P10451,P62820,53.14,85.64,0
Q9Y2X7,P47224,74.98,89.04,0
Q9NR50,P42677,74.31,92.78,0
P11802,O94967,88.26,69.22,0
P60880,Q13541,84.56,71.29,0
O75962,Q5T8Z1,,,0
P56556,Q01629,88.31,61.77,0
P49736,Q9NX18,76.52,84.2,0
Q6IBE6,A6NE52,88.34,62.78,0
Q8WVZ9,Q9H5F2,81.26,67.09,0
Q9NY26,P68402,80.62,94.3,0
Q9NRH1,Q9HCM3,71.08,44.85,0
P37268,P63279,89.57,97.47,0
Q15819,Q06830,94.97,97.19,0
P67775,Q9Y4P8,94.78,77.28,0
Q7L5D6,P52788,88.32,95.18,0
O75822,Q16594,69.63,67.98,0
Q8IZ08,O15235,67.47,87.35,0
P04637,Q15155,75.13,80.52,0
P05023,Q9UH62,88.7,76.83,0
Q7Z478,Q9Y5V3,74.63,51.72,0
Q9Y237,Q8IXK0,79.93,50.77,0
P0CG47,Q9NQ29,93.71,67.44,0
Q13243,Q9P0N5,63.4,89.25,0
O95907,P47756,77.96,89.7,0
Q8WV44,P42025,72.09,93.01,0
Q96JG8,P20827,54.87,79.85,0
O95149,P78537,83.34,89.52,0
Q6IAN0,P36405,92.85,93.26,0
Q96HD1,P0CG47,81.59,93.71,0
Q9GZP1,P63146,63.85,95.34,0
P23284,O75534,91.93,79.98,0
Q8N431,O95149,85.95,83.34,0
P14923,Q8NBJ4,81.11,65.13,0
Q7Z6J6,P18669,75.96,94.12,0
Q9UHF5,O95741,79.12,87.02,0
Q99689,P63220,68.67,95.04,0
Q96R06,Q9NZM5,63.81,79.39,0
P0CG47,Q6ZRI6,93.71,48.52,0
P54105,O00303,75.05,75.84,0
P01111,P22607,92.3,75.37,0
Q96BT3,Q9UH03,56.72,82.94,0
Q9H492,P63272,91.03,96.61,0
P80098,P63279,85.58,97.47,0
Q04724,P60520,69.52,94.86,0
P11802,O75607,88.26,80.18,0
P57060,Q13232,81.61,92.67,0
P30281,Q9Y2J2,87.72,59.12,0
O75348,Q9UMR2,93.16,81.7,0
P42695,Q9BZD4,73.24,89.43,0
Q9UI14,O75427,81.99,67.02,0
Q6T4P5,P05091,59.49,95.98,0
Q86XS8,P51665,75.47,82.92,0
P30050,P25189,69.77,82.54,0
Q9H910,Q99584,61.1,80.85,0
Q9NRC8,P42568,89.13,63.87,0
Q9H7U1,Q9UMR2,48.36,81.7,0
P19823,Q8IW50,82.57,64.04,0
Q5BIV9,P36542,54.66,87.85,0
O75348,Q9NRL3,93.16,69.49,0
P49321,O15527,58.28,92.43,0
P55060,Q99081,91.25,51.3,0
Q9BVG4,Q15041,76.76,84.85,0
Q8WUB8,O14832,71.34,87.18,0
Q13243,Q9NRL3,63.4,69.49,0
Q9HDC9,Q9BQ95,91.74,72.92,0
P49903,Q15013,90.34,80.4,0
Q13330,O75078,73.49,79.27,0
Q9H4K1,P18206,86.75,87.12,0
P30050,Q9H1J1,69.77,63.59,0
P63244,O75525,92.07,69.78,0
Q9P2K9,Q15397,71.02,85.37,0
Q9NTK5,Q8IZ08,88.96,67.47,0
P38570,P01909,80.58,88.71,0
Q9BQ95,Q12972,72.92,68.34,0
O95295,O75069,87.32,61.42,0
P02794,Q8NBJ7,95.77,91.34,0
P50995,P57727,77.36,86.91,0
P55209,P51636,79.35,78.18,0
P19793,O95149,76.51,83.34,0
O75558,Q9UQ90,79.88,74.43,0
Q9H832,O15525,82.49,81.46,0
O95295,P35269,87.32,63.42,0
P35268,O94762,84.92,71.02,0
Q13275,Q02363,84.12,70.11,0
Q9UNP9,P05305,81.55,65.39,0
Q15819,Q96EW2,94.97,79.11,0
P00797,O75607,85.61,80.18,0
Q9UIF7,Q96HS1,79.57,85.85,0
Q8IYL3,P27824,61.44,77.32,0
Q14232,P35637,91.87,53.98,0
O14795,Q6FI91,75.76,60.15,0
Q7Z2D9,P31994,74.16,79.03,0
Q8NE71,P48304,72.37,89.51,0
Q15528,P13727,79.98,76.69,0
Q8NCG7,Q9UGY1,73.66,74.62,0
O14798,P24844,72.46,83.55,0
Q9P0T7,Q9H0I3,73.22,82.52,0
P42356,Q6NUQ1,80.11,85.91,0
Q9NRN5,O14832,87.26,87.18,0
P04406,Q8NAV1,98.17,70.81,0
Q9BUB7,O14832,73.04,87.18,0
Q99081,O15211,51.3,72.87,0
Q9H8M9,Q9BQD7,64.38,82.65,0
P35998,Q15843,79.85,91.13,0
Q9P1Z2,Q9H3H3,77.06,83.4,0
Q99081,Q06830,51.3,97.19,0
Q7L2H7,Q9NTM9,54.99,91.74,0
Q6IA17,O15381,76.02,72.17,0
O95159,Q53HC5,74.3,92.49,0
Q9NQW7,Q9Y5U2,96.96,61.28,0
Q86XM6,P17152,50.75,78.23,0
Q13151,Q99595,73.16,80.39,0
Q8IWY9,Q9BTV4,72.48,89.81,0
Q9Y3C7,P55209,93.5,79.35,0
Q99612,P46100,61.99,51.7,0
Q96DI7,Q5T8Z1,85.44,,0
P19419,P48443,60.49,75.53,0
Q9HA47,Q8IWE5,84.11,64.1,0
Q14790,P62995,81.49,56.88,0
Q9GZU3,O00305,74.29,72.26,0
Q8NCG7,Q9UNI6,73.66,85.77,0
P60660,Q92535,95.37,88.82,0
P17174,Q12929,96.44,71.15,0
P07858,Q99569,91.84,57.88,0
Q66LE6,O95182,91.81,88.26,0
Q9Y2H0,Q8IZ40,50.17,68.12,0
Q15560,P06396,80.87,89.71,0
Q9UI12,Q9BTT4,88.04,92.86,0
Q99750,O43772,50.71,88.25,0
Q9Y2W2,Q16635,63.65,87.97,0
O14775,Q99832,93.82,89.04,0
P22459,Q9HCE6,70.19,67.12,0
O75689,Q9NUL3,96.02,69.79,0
O43556,Q6ZRI6,73.26,48.52,0
Q96BY9,O95059,68.47,78.68,0
Q99750,P35527,50.71,66.2,0
Q9P298,P42677,67.62,92.78,0
P22392,Q93077,97.65,91.17,0
Q9UKM9,P62328,69.83,81.51,0
O75348,P32004,93.16,79.35,0
O00165,P35609,59.87,85.03,0
O95359,P02792,,,0
Q9NYQ7,P13994,,,0
Q07866,Q8WVR3,75.71,71.31,0
Q05469,P25189,64.51,82.54,0
Q8WWQ0,Q9H2D6,66.74,40.44,0
P23416,P10451,84.44,53.14,0
P21549,P22061,98.27,96.2,0
P26641,Q9Y657,86.44,81.99,0
P18669,Q9Y4W6,94.12,77.39,0
Q12889,Q9UBS3,70.76,64.89,0
Q99750,Q6T4P5,50.71,59.49,0
Q13561,P22061,76.83,96.2,0
O43312,O43809,62.24,90.83,0
P51690,O75534,93.27,79.98,0
O00165,Q9UQ90,59.87,74.43,0
Q8N9L1,Q14147,59.21,80.83,0
Q6UXB0,Q96GM8,52.83,79.16,0
Q8NI70,P78314,,,0
P05091,Q8WXF1,95.98,74.21,0
P27448,Q92598,69.22,85.28,0
Q9NWF9-3,P28340,,,0
Q96BT3,O14787,56.72,91.18,0
Q969R8,P62308,87.06,93.42,0
Q08117,Q9Y237,75.62,79.93,0
Q13011,O15235,88.77,87.35,0
Q9Y5U9,Q9HDC9,62.76,91.74,0
P63162,Q6UWE0,71.67,79.21,0
P49368,O15355,89.09,73.62,0
P68871,O14717,96.97,87.32,0
P55789,P18615,79.17,64.02,0
Q9NWF9-3,Q9BZI7,,,0
O95832,P34913,84.7,93.61,0
P15822,P00742,,,0
P10451,Q9H8Y5,53.14,69.36,0
Q96B02,Q9GZW8,87.43,73.85,0
Q12852,P11274,60.92,65.59,0
P08670,Q99755,78.28,70.92,0
P51690,Q6IBS0,93.27,91.26,0
Q9BPX7,P46459,89.39,85.87,0
P35579,Q6P4A2,76.17,61.71,0
Q9H7V2,P60484,53.9,83.97,0
Q9NTM9,Q9UKI2,91.74,59.37,0
O60383,Q99569,66.52,57.88,0
Q8IUF1,Q9HD15,75.29,76.78,0
Q9BYC9,Q9BWC9,91.47,73.62,0
P68104,Q6GVN4,88.73,67.63,0
Q8NFP9,Q13113,,,0
Q8N5W9,O43927,53.65,84.13,0
Q8TEY7,Q96QD9,70.72,57.86,0
O60884,P19404,83.74,87.47,0
Q12852,P24522,60.92,80.52,0
Q15819,Q07869,94.97,81.11,0
Q99436,P00505,89.77,94.75,0
O75665,Q13636,68.35,90.28,0
Q15121,P16870,77.82,91.1,0
Q8IX03,P02774,61.5,92.82,0
Q9P2H0,Q13951,49.47,86.83,0
O43924,Q9BZD4,96.48,89.43,0
P40925,P17540,96.81,89.93,0
P61289,Q13200,87.28,64.29,0
Q96RL1,P00390,55.87,91.73,0
P63162,O60885,71.67,55.87,0
P53602,Q9H5I1,92.16,89.82,0
Q9BTT4,P09669,92.86,94.87,0
O14795,P39880,75.76,62.95,0
P10916,Q8N8D1,83.36,77.94,0
Q99081,Q15013,51.3,80.4,0
Q9HA65,Q9C026,74.02,83.54,0
P35475,Q8IUX8,95.13,67.16,0
P02766,Q69YU3,88.93,57.74,0
Q96BY9,Q9NUW4,68.47,71.03,0
P00966,P35579,95.64,76.17,0
O15239,Q9Y657,97.27,81.99,0
O14795,Q9NX58,75.76,69.96,0
P05090,Q6N063,90.85,94.05,0
O15530,O95424,80.12,70.3,0
O60238,Q9BVJ7,61.28,97.65,0
Q68CR1,P17028,82.63,66.7,0
P61254,P04843,92.33,90.73,0
P11021,Q96AD5,90.33,72.27,0
Q8NCG7,P14678,73.66,71.45,0
O75936,P04183,95.26,82.31,0
P35579,P00390,76.17,91.73,0
P56749,P30044,80.84,86.18,0
Q86YP4,Q6FI91,58.08,60.15,0
P11597,Q9H9J2,91.44,88.37,0
O94967,P60002,69.22,86.4,0
P61247,Q9Y2H0,84.38,50.17,0
P11142,P04899,89.18,94.31,0
Q68CR1,Q06609,82.63,91.59,0
P27707,Q8WWI1,89.48,50.92,0
Q6P1J9,P32249,73.98,86.6,0
Q8N5V2,O75874,72.01,96.16,0
Q15233,P05305,77.81,65.39,0
Q8IUF1,Q96EP1,75.29,73.21,0
P57060,Q8TBC4,81.61,93.2,0
Q9P1W9,Q8N5U6,90.4,64.85,0
P46379,P02771,58.55,88.99,0
O60671,P62820,89.08,85.64,0
P29400,O43379,49.04,61.37,0
Q15560,O43688,80.87,85.85,0
Q7L2H7,P00390,54.99,91.73,0
Q9NRR5,P35269,62.56,63.42,0
Q6IAA8,P35637,79.48,53.98,0
O43149,Q9Y483,,,0
O95163,P51965,84.13,86.98,0
P35080,P60228,95.56,64.87,0
P51693,Q9Y2Z9,69.72,84.22,0
P05386,Q15155,71.93,80.52,0
Q9NYQ7,P62308,,,0
P21549,Q12906,98.27,68.09,0
P68366,P06858,91.95,91.21,0
Q9NTK5,P22061,88.96,96.2,0
Q13107,P11142,77.51,89.18,0
Q9NRN5,P29074,87.26,77.3,0
P62851,P63146,74,95.34,0
P09467,Q96B02,94.37,87.43,0
O00499,P42568,68.75,63.87,0
P63165,P33552,79.67,92.87,0
P13747,O14543,87.9,71.37,0
P18669,P22314,94.12,92.65,0
P53621,Q92734,85.08,60.73,0
P19419,Q96GD4,60.49,79.85,0
Q99584,Q9GZN7,80.85,89.59,0
P84101,Q9H3H1,81.68,85.67,0
Q99608,Q9ULX9,69.43,83.52,0
O96007,Q9H1I8,84.6,78.05,0
P62701,P09211,95.79,98.07,0
Q9NPQ8,O75319,90.53,66.06,0
P49642,Q13501,92.91,67.62,0
Q8N5W9,O75689,53.65,96.02,0
O14907,P60903,91.87,91.79,0
Q9UI12,Q9UMS0,88.04,79.32,0
Q86XM6,Q9NVJ2,50.75,91.32,0
Q9HBL7,Q5BIV9,89.77,54.66,0
Q9HDC9,Q6P1R3,91.74,66.31,0
P14174,Q07912-1,98.59,,0
Q9H0T7,P11464,86.62,86.67,0
O96007,Q9Y6N8,84.6,77.86,0
Q6T4P5,Q9BW27,59.49,84.5,0
Q9P1Z2,Q96AB3,77.06,95.27,0
Q02543,Q13685,96.26,84.32,0
P46379,O00762,58.55,89.7,0
Q9H6R6,Q9Y508,86.68,83.78,0
P54105,P30408,75.05,81.28,0
P15880,Q9HBT7,81.76,68.36,0
P84090,Q9H6R6,95.9,86.68,0
Q9BYD3,Q14524,84.14,68.14,0
O95782,Q969Z0,84.21,83.22,0
P39687,P55060,79.8,91.25,0
P04406,Q16612,98.17,65.87,0
Q9GZT6,Q9GZR7,81.3,65.45,0
O60383,Q00536,66.52,72.6,0
O76061,P04179,73.3,93.49,0
P48443,Q9BVI4,75.53,90,0
Q9HDC9,Q9NQ34,91.74,72.73,0
P02787,Q13469,93.39,57.59,0
P03950,Q9NWZ3,90.44,83.86,0
Q08345,Q99081,77.77,51.3,0
Q96ER3,Q9HCU4,85.53,,0
P09466,Q9BVP2,87.19,75.33,0
Q9UEU0,Q9BVJ7,83.78,97.65,0
P23284,Q8IZL8,91.93,63.67,0
P25786,Q14789,91.86,,0
Q99689,Q07912-1,68.67,,0
Q8TBC3,Q13541,74.66,71.29,0
Q02543,O15496,96.26,87.83,0
Q96P48,Q9NWV4,75.35,97.03,0
P68871,Q96GQ7,96.97,70.71,0
Q8NCB2,P62851,73.07,74,0
P60174,O75312,96.95,79.87,0
Q86YP4,P35609,58.08,85.03,0
P68104,P36542,88.73,87.85,0
P39687,Q14508,79.8,82.05,0
Q8TC92,P04899,75.47,94.31,0
O15169,Q9UNF1,62.3,60.5,0
Q14240,Q13085,87.1,82.76,0
Q8NC60,P05305,74.33,65.39,0
Q9C0J1,P47756,87.36,89.7,0
Q9Y237,Q9BYD2,79.93,82.8,0
Q9BUB7,Q9GZR7,73.04,65.45,0
Q9UQ03,P11166,90.53,89.62,0
Q96A73,Q9HB65,59.43,63.04,0
P08865,Q9BWC9,79.95,73.62,0
Q96AD5,O43809,72.27,90.83,0
Q13148,P18077,66.64,95.98,0
P05413,Q9UBI1,96.24,86.81,0
Q6IBL2,Q9HB65,,,0
P62851,P16104,74,87.33,0
O96024,O14530,85.41,84.54,0
P04632,P01040,79.16,93.51,0
P46527,P11464,70.87,86.67,0
Q8NI35,P42330,60.62,96.51,0
O14732,Q9GZU1,95.07,82.39,0
Q9NUT2,O15209,78.06,52.71,0
P30042,O15525,,,0
O60671,Q9BWV1,89.08,64.82,0
Q92879,Q6IAM1,68.13,73.89,0
Q92540,P42677,59.85,92.78,0
Q14558,Q8NCC3,89.19,93.86,0
Q5MNZ9,Q9Y265,78.44,87.22,0
