uidA,uidB,ConfidenceA,ConfidenceB,PPI_type,MMGBSA_1,MMGBSA_2,MMGBSA_3,MMGBSA_4,MMGBSA_5,MMGBSA_6,MMGBSA_7,MMGBSA_8,MMGBSA_9,MMGBSA_10,AVERAGE_3,AVERAGE_5,AVERAGE_10
O95149,P78537,83.34,89.52,0,-44.81,-44.36,-44.36,-41.85,-38.38,-37.59,-30.45,-30.36,-29.8,-17.8,-44.51,-42.752,-35.976
Q6IAN0,P36405,92.85,93.26,0,-67.15,-56.89,-50.85,-43.33,-42.59,-41.12,-39.42,-37.51,-33.94,-26.24,-58.29666667,-52.162,-43.904
Q96HD1,P0CG47,81.59,93.71,0,-57.71,-53.87,-41.53,-41.13,-36.98,-33.97,-31.51,-30.62,-22.7,-21.6,-51.03666667,-46.244,-37.162
Q8N431,O95149,85.95,83.34,0,-59.36,-54.73,-43.89,-43.11,-43.09,-37.97,-36.94,-28.71,-18,-12.98,-52.66,-48.836,-37.878
Q9H492,P63272,91.03,96.61,0,-48.24,-47.58,-43.34,-40.8,-39.28,-39.19,-39.05,-22.2,-21.79,-21.49,-46.38666667,-43.848,-36.296
P80098,P63279,85.58,97.47,0,-63.2,-57.76,-42.74,-38.29,-34.39,-32.42,-29.16,-27.92,-27,-18.68,-54.56666667,-47.276,-37.156
P11802,O75607,88.26,80.18,0,-58.59,-50.61,-47.43,-39.89,-34.38,-31.76,-26.09,-25.78,-20.86,-7.35,-52.21,-46.18,-34.274
P57060,Q13232,81.61,92.67,0,-59.25,-50.34,-49.71,-37.16,-27.97,-24.27,-20.21,-20.16,-19.19,-13.88,-53.1,-44.886,-32.214
O75348,Q9UMR2,93.16,81.7,0,-50.57,-49.8,-49.8,-47.53,-40.05,-38.59,-33.39,-32.34,-24.97,-23.12,-50.05666667,-47.55,-39.016
P49903,Q15013,90.34,80.4,0,-69.87,-55.75,-51.91,-50.83,-45.52,-43.54,-40.72,-37.35,-37.2,-25.81,-59.17666667,-54.776,-45.85
Q9H4K1,P18206,86.75,87.12,0,-67.38,-47.4,-46.77,-45.24,-38.18,-36.36,-32.47,-31.18,-6.55,-0.82,-53.85,-48.994,-35.235
P38570,P01909,80.58,88.71,0,-71.82,-66.83,-52.71,-50.51,-44.64,-42.39,-32.78,-32.24,-31.57,-24.86,-63.78666667,-57.302,-45.035
P02794,Q8NBJ7,95.77,91.34,0,-48.06,-43.49,-43.37,-43.22,-40.45,-35.76,-34.82,-33.59,-33.3,-18.79,-44.97333333,-43.718,-37.485
Q9H832,O15525,82.49,81.46,0,-69.75,-62.32,-58.9,-54.92,-48.49,-45.58,-43.65,-42.05,-34.08,-21.98,-63.65666667,-58.876,-48.172
P00797,O75607,85.61,80.18,0,-62.89,-62.54,-55.99,-48.16,-37.35,-36,-35.11,-30.66,-28.78,-19.07,-60.47333333,-53.386,-41.655
P42356,Q6NUQ1,80.11,85.91,0,-75.33,-62.85,-60.92,-54.37,-47.14,-45.73,-45.32,-40.25,-40.06,-21.47,-66.36666667,-60.122,-49.344
Q9NRN5,O14832,87.26,87.18,0,-69.68,-59.58,-55.42,-48.22,-47.38,-43.8,-41.14,-37.76,-29.51,-22.74,-61.56,-56.056,-45.523
P60660,Q92535,95.37,88.82,0,-51.47,-51.45,-48.87,-45.56,-41.76,-40.44,-40.4,-39.91,-39.87,-27.48,-50.59666667,-47.822,-42.721
Q66LE6,O95182,91.81,88.26,0,-65.43,-64.61,-60.41,-54.11,-43.72,-43.03,-40.54,-36.95,-36.14,-22.2,-63.48333333,-57.656,-46.714
Q15560,P06396,80.87,89.71,0,-79.09,-59.71,-57.04,-38.15,-36.77,-36.01,-31.86,-30.67,-12.57,-5.9,-65.28,-54.152,-38.777
Q9UI12,Q9BTT4,88.04,92.86,0,-53.43,-51.76,-51.18,-42.04,-36.82,-35.65,-33.41,-28.38,-26.44,-20.75,-52.12333333,-47.046,-37.986
O14775,Q99832,93.82,89.04,0,-82.08,-81.81,-57.4,-55.44,-55.41,-46.67,-45.5,-39.22,-33.4,-21.88,-73.76333333,-66.428,-51.881
P22392,Q93077,97.65,91.17,0,-55.32,-52.21,-48.77,-48.25,-42.34,-38.16,-37.87,-35.02,-33.78,-23.39,-52.1,-49.378,-41.511
P21549,P22061,98.27,96.2,0,-62.84,-47.66,-45.96,-40.35,-34.32,-31.56,-31.13,-25.85,-25.02,-24.8,-52.15333333,-46.226,-36.949
P26641,Q9Y657,86.44,81.99,0,-70.23,-56.69,-55.49,-47.92,-44.08,-40.9,-37.09,-33.11,-29.36,-24.7,-60.80333333,-54.882,-43.957
Q969R8,P62308,87.06,93.42,0,-66.05,-62.47,-52.34,-47.59,-35.77,-31.57,-28.89,-26.96,-23.12,-9.53,-60.28666667,-52.844,-38.429
Q13011,O15235,88.77,87.35,0,-71.55,-54.6,-49.62,-44.99,-44.27,-43.31,-41.83,-36.51,-27.86,-17.76,-58.59,-53.006,-43.23
P68871,O14717,96.97,87.32,0,-57.6,-48.63,-42.36,-39.22,-37.7,-37.43,-31.52,-30.07,-20.37,-7.2,-49.53,-45.102,-35.21
O95832,P34913,84.7,93.61,0,-65.51,-58.24,-54.8,-51.92,-50.91,-50.35,-47.54,-46.56,-46.46,-33.36,-59.51666667,-56.276,-50.565
P51690,Q6IBS0,93.27,91.26,0,-68.67,-58.75,-52.3,-48.04,-45.37,-38.36,-30.31,-23.17,-12.98,-3.36,-59.90666667,-54.626,-38.131
Q9BPX7,P46459,89.39,85.87,0,-59.59,-45.08,-44.42,-35.79,-34.17,-31.49,-28.28,-27.4,-19.34,-10.62,-49.69666667,-43.81,-33.618
O60884,P19404,83.74,87.47,0,-59.19,-48.74,-48.29,-45.64,-43.68,-38,-36.67,-35.99,-35.78,-23.54,-52.07333333,-49.108,-41.552
Q15819,Q07869,94.97,81.11,0,-59.93,-50.03,-49.84,-48.58,-43.01,-33.71,-32.79,-32.46,-31.98,-24,-53.26666667,-50.278,-40.633
Q99436,P00505,89.77,94.75,0,-65.58,-58.89,-51.67,-45.21,-43.96,-43.48,-41.02,-38.7,-36.23,-35.31,-58.71333333,-53.062,-46.005
O43924,Q9BZD4,96.48,89.43,0,-58.77,-52.66,-41.71,-37.69,-33.76,-33.72,-32.44,-29.6,-27.75,-25.81,-51.04666667,-44.918,-37.391
P40925,P17540,96.81,89.93,0,-57,-46.63,-36.83,-36.41,-35.32,-33.61,-26.15,-22.66,-22.19,-10.13,-46.82,-42.438,-32.693
P53602,Q9H5I1,92.16,89.82,0,-60.48,-45.66,-44.14,-43.86,-40.67,-40.61,-32.96,-32.17,-18.28,-6.15,-50.09333333,-46.962,-36.498
Q9BTT4,P09669,92.86,94.87,0,-79.21,-72.75,-65.8,-65.06,-63.49,-62.63,-59.66,-53.77,-47.81,-37.96,-72.58666667,-69.262,-60.814
O15239,Q9Y657,97.27,81.99,0,-51.01,-49.89,-47.14,-46.77,-35.09,-34.09,-30.44,-28.67,-23.84,-23.26,-49.34666667,-45.98,-37.02
P05090,Q6N063,90.85,94.05,0,-50.36,-48.59,-45.29,-41.7,-39.41,-28.37,-27.14,-26.81,-24.83,-16.85,-48.08,-45.07,-34.935
P61254,P04843,92.33,90.73,0,-81.35,-55.68,-54.54,-52.97,-48.54,-42.56,-41.8,-37.65,-35.55,-19.24,-63.85666667,-58.616,-46.988
O75936,P04183,95.26,82.31,0,-71.88,-53.67,-47.86,-45.11,-43.35,-37.89,-36.01,-22.52,-20.02,-17.01,-57.80333333,-52.374,-39.532
P56749,P30044,80.84,86.18,0,-62.43,-55.94,-55.21,-54.56,-47.21,-45.3,-43.57,-31.66,-31.32,-26.82,-57.86,-55.07,-45.402
P11597,Q9H9J2,91.44,88.37,0,-60.74,-53.47,-44.42,-43.89,-43.76,-34.34,-33.38,-30.18,-23.77,-23.42,-52.87666667,-49.256,-39.137
P11142,P04899,89.18,94.31,0,-58.83,-56.47,-52.13,-37.78,-36.22,-34.01,-33.95,-29.19,-21.97,-6.57,-55.81,-48.286,-36.712
Q68CR1,Q06609,82.63,91.59,0,-64.76,-61.6,-59.49,-56.73,-48.8,-46.04,-39.26,-39.24,-31.86,-22.5,-61.95,-58.276,-47.028
P57060,Q8TBC4,81.61,93.2,0,-62.71,-35.83,-34.89,-33.92,-31.84,-31.6,-28.64,-28.57,-27.16,-13.33,-44.47666667,-39.838,-32.849
O60671,P62820,89.08,85.64,0,-62.44,-55.76,-48.62,-43.4,-41.77,-41.02,-39.18,-37.98,-33.52,-16,-55.60666667,-50.398,-41.969
Q15560,O43688,80.87,85.85,0,-74.69,-63.14,-60.23,-56.12,-54.12,-40.62,-36.42,-35.65,-34.47,-33.56,-66.02,-61.66,-48.902
O95163,P51965,84.13,86.98,0,-80.01,-75.29,-51.15,-39.19,-37,-35.14,-30.67,-28.12,-23.6,7.69,-68.81666667,-56.528,-39.248
P68366,P06858,91.95,91.21,0,-77.85,-52.55,-49.73,-47.69,-43.77,-40.88,-37.45,-28.36,-24.83,-12.6,-60.04333333,-54.318,-41.571
Q9NTK5,P22061,88.96,96.2,0,-60.17,-40.57,-31.51,-26.94,-24.56,-24.03,-23.78,-23.66,-20.5,-4.57,-44.08333333,-36.75,-28.029
P09467,Q96B02,94.37,87.43,0,-55.17,-36.74,-35.77,-30.16,-29.12,-23.93,-19.97,-15.62,-6.58,-5.9,-42.56,-37.392,-25.896
P18669,P22314,94.12,92.65,0,-59.05,-43.7,-34.73,-32.02,-28.46,-28.09,-24.8,-21.73,-14.67,-12.02,-45.82666667,-39.592,-29.927
Q99584,Q9GZN7,80.85,89.59,0,-48.71,-47.98,-46.96,-42.82,-41.35,-35.17,-33.63,-33.12,-23.76,-18.71,-47.88333333,-45.564,-37.221
P84101,Q9H3H1,81.68,85.67,0,-46.08,-42.53,-38.05,-36.31,-31.56,-29.97,-28.11,-11.06,-4.85,0,-42.22,-38.906,-26.852
P62701,P09211,95.79,98.07,0,-68.94,-67.33,-48.98,-48.7,-45.78,-42.49,-42.45,-39.32,-38.01,-14.45,-61.75,-55.946,-45.645
O14907,P60903,91.87,91.79,0,-65.82,-63.83,-57.86,-51.33,-50.44,-46.3,-43.61,-38.91,-38.61,-23.52,-62.50333333,-57.856,-48.023
Q9H0T7,P11464,86.62,86.67,0,-61.43,-59.69,-59.5,-57.27,-56.48,-55.14,-41.14,-34.23,-28.96,-22.57,-60.20666667,-58.874,-47.641
Q02543,Q13685,96.26,84.32,0,-94.3,-70.08,-67.22,-61.79,-61.07,-59.64,-57.72,-51.69,-47.25,-46.23,-77.2,-70.892,-61.699
Q9H6R6,Q9Y508,86.68,83.78,0,-78.9,-71.94,-62.74,-61.26,-60.21,-44.42,-43.54,-40.85,-36.82,-25.98,-71.19333333,-67.01,-52.666
P84090,Q9H6R6,95.9,86.68,0,-51.96,-51.19,-49.65,-48.84,-47.92,-42.19,-41.77,-36.14,-30.88,-15.09,-50.93333333,-49.912,-41.563
O95782,Q969Z0,84.21,83.22,0,-68.94,-61.61,-40.96,-34.04,-30.52,-28.63,-26.96,-26.39,-16.6,-15.49,-57.17,-47.214,-35.014
P03950,Q9NWZ3,90.44,83.86,0,-72.85,-50.08,-47.02,-45.73,-45.39,-42.06,-38.66,-34.29,-16.36,-16.14,-56.65,-52.214,-40.858
Q9UEU0,Q9BVJ7,83.78,97.65,0,-64.91,-63.83,-59.24,-55.78,-48.29,-40.67,-39.85,-37.93,-32.37,-23.82,-62.66,-58.41,-46.669
Q02543,O15496,96.26,87.83,0,-52.94,-48.04,-43.48,-40.64,-40.18,-33.14,-33,-30.92,-27.65,-23.15,-48.15333333,-45.056,-37.314
P68104,P36542,88.73,87.85,0,-61.47,-55.36,-54.92,-39.15,-37.04,-30.74,-27.67,-14.23,-8.72,-8.22,-57.25,-49.588,-33.752
Q14240,Q13085,87.1,82.76,0,-47.86,-47.26,-44.92,-38.57,-37.96,-36.73,-34.08,-18.22,-15.63,-14.51,-46.68,-43.314,-33.574
Q9C0J1,P47756,87.36,89.7,0,-67.7,-65.25,-58.97,-56.23,-47.67,-46.43,-43.25,-39.35,-36.08,-29.23,-63.97333333,-59.164,-49.016
Q9UQ03,P11166,90.53,89.62,0,-82.92,-79.04,-78.75,-73.25,-70.68,-67.05,-56.64,-56.49,-55.79,-46.58,-80.23666667,-76.928,-66.719
P05413,Q9UBI1,96.24,86.81,0,-60.41,-55.99,-48.67,-40.71,-38.2,-31.63,-29.65,-24.77,-23.37,-22.42,-55.02333333,-48.796,-37.582
O96024,O14530,85.41,84.54,0,-62.15,-53.87,-40.05,-39.8,-39.26,-36.93,-31.81,-29.08,-25.39,-24.14,-52.02333333,-47.026,-38.248
O14732,Q9GZU1,95.07,82.39,0,-74.74,-67.58,-60.03,-59.94,-58.54,-45.06,-40.56,-34.27,-33.08,-33.04,-67.45,-64.166,-50.684
Q14558,Q8NCC3,89.19,93.86,0,-73.24,-56.72,-50.06,-46.93,-44,-42.39,-41.01,-36.88,-36.83,-27.46,-60.00666667,-54.19,-45.552
Q9NRC8,Q9HA47,89.13,84.11,0,-65.43,-52.69,-42.71,-42.41,-38.07,-32.44,-31.59,-26.81,-24.42,-14.7,-53.61,-48.262,-37.127
O14907,P82932,91.87,92.6,0,-61.12,-59.12,-54.31,-48.76,-47.46,-45.61,-42.37,-36,-29.11,-29.03,-58.18333333,-54.154,-45.289
Q9GZS3,Q16864,96.54,87.49,0,-58.89,-45.7,-44.05,-39.59,-38.84,-34.99,-28.51,-28.21,-24.76,-21.57,-49.54666667,-45.414,-36.511
P07900,O95084,85.47,82.05,0,-67.01,-50.24,-47.04,-33.36,-32.25,-28.06,-27.11,-20.23,-14.26,-6.79,-54.76333333,-45.98,-32.635
Q8WVB3,P30281,93.51,87.72,0,-72.21,-70.32,-68.06,-58.24,-53.37,-48.33,-46.47,-45.58,-37.27,-27.63,-70.19666667,-64.44,-52.748
P14222,O95149,91.08,83.34,0,-66.3,-59.91,-48.89,-48.22,-46.44,-42.91,-42.41,-35.24,-35.08,-35,-58.36666667,-53.952,-46.04
Q9Y233,Q9Y6M9,84.51,96.13,0,-76.82,-70.98,-70.41,-63.12,-49.82,-47.1,-42.3,-42.24,-38.88,-31.01,-72.73666667,-66.23,-53.268
P22392,O15527,97.65,92.43,0,-63.88,-51.08,-49.88,-39.75,-39.53,-38.68,-30.8,-30.74,-30.73,-15.98,-54.94666667,-48.824,-39.105
P42356,P48304,80.11,89.51,0,-66.03,-62.89,-57.92,-44.76,-42.9,-42.22,-35.99,-34.52,-29.86,-19.9,-62.28,-54.9,-43.699
P14222,Q96CQ1,91.08,87.1,0,-65.55,-60.17,-58.73,-57.98,-55.93,-48.33,-45.84,-40.2,-37.58,-22.05,-61.48333333,-59.672,-49.236
Q9UBS5,Q9NTK5,84.33,88.96,0,-71.67,-44.35,-42.97,-40.97,-36.91,-31.41,-29.62,-28.59,-20.61,-18.91,-52.99666667,-47.374,-36.601
Q92527,P23921,85,92.33,0,-43.76,-39.31,-34.2,-31.15,-28.94,-20.31,-18.15,-13.02,-6.33,-1.89,-39.09,-35.472,-23.706
P02771,Q53FA7,88.99,96.97,0,-62.93,-58.83,-51.19,-47.98,-47.45,-38.31,-36.09,-35.62,-31.55,-15.65,-57.65,-53.676,-42.56
O14775,Q9H169,93.82,84.41,0,-59.71,-47.48,-43.84,-41.7,-41.26,-39.54,-39.06,-38.36,-31.42,-23.48,-50.34333333,-46.798,-40.585
P32969,O14579,94.08,89.92,0,-71.38,-58.93,-54.34,-51.79,-50.48,-49.08,-48.04,-47.19,-40.57,-19.88,-61.55,-57.384,-49.168
O15228,P28328,88.93,81.08,0,-59.56,-58.74,-50.8,-48.41,-48.28,-43.82,-40.37,-39.91,-33.44,-20.38,-56.36666667,-53.158,-44.371
Q9NZ72,P69905,85.99,98.03,0,-61.57,-41,-40.79,-40.52,-38.71,-38,-36.24,-33.05,-31.07,-30.31,-47.78666667,-44.518,-39.126
Q02543,P28072,96.26,89.98,0,-79.44,-67.85,-61.56,-43,-42.74,-34.79,-33.68,-30.22,-26.98,-2.79,-69.61666667,-58.918,-42.305
Q9UI14,Q99584,81.99,80.85,0,-74.44,-57.86,-51.32,-47.16,-42,-41.41,-37.42,-37.28,-34.68,-31.14,-61.20666667,-54.556,-45.471
P30153,O60512,95.15,88.72,0,-64.8,-53.56,-52.39,-47.98,-44.01,-43.04,-42.8,-22.88,-19.51,-9.49,-56.91666667,-52.548,-40.046
P14222,O75607,91.08,80.18,0,-78.68,-58.2,-46.87,-45.89,-37.38,-36.62,-35.88,-27.8,-24.17,-22.31,-61.25,-53.404,-41.38
P60002,Q9BW27,86.4,84.5,0,-65.53,-53.6,-52.59,-50.19,-49.65,-48.32,-43.65,-39.06,-31.68,-25.8,-57.24,-54.312,-46.007
Q9BRR6,Q15269,91.47,86.93,0,-63.89,-55.28,-47.81,-47.63,-31.11,-28.57,-28.31,-25.79,-17.53,-17.06,-55.66,-49.144,-36.298
P51690,P49593,93.27,87.65,0,-75.87,-64.44,-62.29,-62.14,-59.3,-42.9,-37.97,-36.93,-32.97,-31.66,-67.53333333,-64.808,-50.647
Q9GZS3,Q99832,96.54,89.04,0,-66.4,-59.93,-36.93,-32.59,-29.16,-28.86,-26.48,-23.68,-20.44,-13.71,-54.42,-45.002,-33.818
Q15181,Q3MHD2,96.01,90.87,0,-54.09,-42.54,-42.08,-41.6,-34,-31.78,-23.88,-21.29,-20.95,-11.22,-46.23666667,-42.862,-32.343
Q96DB2,P15927,92.98,80.68,0,-55.3,-50.12,-46.18,-42.33,-37.64,-33.59,-30.05,-27.76,-19.65,-16.88,-50.53333333,-46.314,-35.95
Q9UEU0,Q9H9J2,83.78,88.37,0,-74.35,-71.68,-50.35,-47.16,-42.47,-35.8,-30.18,-29.91,-29.02,-23.98,-65.46,-57.202,-43.49
P61254,P51884,92.33,90.63,0,-74.02,-66.45,-59.44,-46.88,-43.07,-40.5,-40.46,-39.02,-34.29,-32.49,-66.63666667,-57.972,-47.662
P29762,O14569,95.8,93.63,0,-49.14,-47.03,-42.41,-41.15,-37.73,-36.8,-32.74,-31.58,-31.27,-23.66,-46.19333333,-43.492,-37.351
P41567,O14579,81.74,89.92,0,-63.7,-55.13,-50.06,-49.46,-40.36,-39.29,-37.92,-32.21,-30.7,-21.79,-56.29666667,-51.742,-42.062
Q9ULJ1,Q9ULX9,81.35,83.52,0,-77.84,-76.07,-74.28,-60.05,-59.23,-58.16,-56.36,-55.71,-52.93,-47.61,-76.06333333,-69.494,-61.824
Q99436,P30086,89.77,97.32,0,-63.51,-55.57,-53.63,-47.39,-45.17,-33.75,-32.73,-28.77,-22.46,-17.05,-57.57,-53.054,-40.003
P00918,Q9Y3D7,97.4,89.47,0,-59.39,-54.75,-48.49,-41.9,-38.02,-36.66,-35.89,-30.59,-28.85,-25.89,-54.21,-48.51,-40.043
Q969R8,P30408,87.06,81.28,0,-60.5,-57.26,-55.98,-50.85,-50.3,-48.95,-48.92,-44.45,-39.48,-30.34,-57.91333333,-54.978,-48.703
P47224,Q96E40,89.04,80.91,0,-54.04,-49.21,-46.11,-38.85,-33.53,-31.06,-30.71,-24.72,-24.5,-21.16,-49.78666667,-44.348,-35.389
P62937,Q99595,98.02,80.39,0,-57.67,-55.12,-38.9,-38.61,-35.91,-35.69,-35.35,-34.93,-33.43,-27.99,-50.56333333,-45.242,-39.36
O95782,P51159,84.21,84.99,0,-57.51,-46.29,-45.97,-41.55,-38.57,-38.16,-37.08,-35.26,-33.72,-32.72,-49.92333333,-45.978,-40.683
Q9UI12,P09466,88.04,87.19,0,-57.84,-55.74,-53.29,-49.87,-48.17,-42.8,-41.98,-40.34,-39.12,-35.56,-55.62333333,-52.982,-46.471
P63208,Q9UEU0,90.26,83.78,0,-54.52,-47.76,-47.31,-45.95,-45.32,-42.2,-37.83,-31.06,-28.15,-19.87,-49.86333333,-48.172,-39.997
O14949,P30519,94.27,81.24,0,-63.56,-55.78,-48.56,-42.53,-42.44,-40.65,-37.56,-36.04,-33.28,-32.8,-55.96666667,-50.574,-43.32
O75955,Q15397,82.02,85.37,0,-54.4,-46.4,-46.3,-27.59,-25.38,-21.07,-20.7,-18.4,-16.94,1.18,-49.03333333,-40.014,-27.6
Q6I9Y2,P40306,87.97,90.75,0,-45.92,-42.49,-42.29,-41.61,-41.28,-35.64,-31.49,-29.43,-28.21,-18.22,-43.56666667,-42.718,-35.658
Q9UPT5,P09669,83.7,94.87,0,-77.12,-56.44,-54.91,-54.46,-46.74,-45.63,-45.39,-44.42,-32.77,-30.48,-62.82333333,-57.934,-48.836
Q9H3H1,Q15907,85.67,86.09,0,-62.61,-47.74,-47.56,-40,-37.76,-31.39,-31.07,-29.37,-27.62,-13.16,-52.63666667,-47.134,-36.828
Q13332,P08238,82.18,84.45,0,-41.61,-40.84,-36.57,-32.35,-25.19,-23.29,-17.02,-13.58,-13.44,-12.87,-39.67333333,-35.312,-25.676
P17174,Q969H8,96.44,88.7,0,-59.02,-53.21,-45.87,-44.35,-43.75,-43.61,-41.92,-33.48,-33.28,-26.86,-52.7,-49.24,-42.535
Q13526,P13686,92.66,94.94,0,-70.42,-55.97,-47.23,-46.79,-45.88,-38.49,-33.14,-31.94,-27.26,-17.91,-57.87333333,-53.258,-41.503
P08631,P30084,84.2,91.3,0,-65.15,-62.69,-49.2,-47.77,-38.68,-34.83,-30.93,-29.5,-26.51,-24.94,-59.01333333,-52.698,-41.02
P62316,P49770,90.87,86.74,0,-55.39,-49.09,-47.24,-43.85,-40,-37.67,-33.97,-33.01,-31.61,-24.45,-50.57333333,-47.114,-39.628
Q15645,P51671,86.98,87.98,0,-60.56,-51.02,-36.38,-35.95,-35.75,-34.44,-33.73,-33.41,-28.97,-24.12,-49.32,-43.932,-37.433
P30086,Q96JB5,97.32,83.52,0,-51.98,-48.59,-44.47,-41.23,-39.76,-39.34,-28.64,-27.11,-22.75,-19.12,-48.34666667,-45.206,-36.299
Q99616,Q08752,85.95,96.55,0,-44.44,-40.64,-40.51,-37.21,-36.82,-31.96,-31.4,-30.23,-30.21,-29.09,-41.86333333,-39.924,-35.251
O60512,P15882,88.72,86.92,0,-68.5,-49.12,-44.14,-44.1,-40.76,-40.65,-32.35,-22.54,-18.98,-15.33,-53.92,-49.324,-37.647
P14222,Q96DW6,91.08,83.47,0,-86.12,-80.41,-71.1,-67.77,-64.56,-58.97,-51.08,-51.05,-43.83,-31.52,-79.21,-73.992,-60.641
Q53H47,P14091,83.38,87.36,0,-59.31,-57.81,-56.27,-44.28,-42.42,-41.01,-34.57,-28.04,-27.11,-26.05,-57.79666667,-52.018,-41.687
P19367,Q6IBE6,94.59,88.34,0,-54.42,-45.72,-35.63,-32.62,-28.4,-28.1,-26.55,-25.72,-17.61,-16.26,-45.25666667,-39.358,-31.103
Q99873,Q969W0,89.03,93.82,0,-60.7,-56.48,-46.84,-44.84,-43.9,-41.57,-39.76,-37.4,-35.1,-33.81,-54.67333333,-50.552,-44.04
P00797,P16284,85.61,80.6,0,-59.69,-57.47,-54.95,-50.47,-44.24,-43.27,-41.82,-35.85,-19.41,-18.55,-57.37,-53.364,-42.572
P62701,P30408,95.79,81.28,0,-58.02,-48.33,-45.89,-43.63,-42.85,-39.23,-37.97,-37.34,-34.01,-27.99,-50.74666667,-47.744,-41.526
Q9HBL7,Q9Y2M5,89.77,89.34,0,-73.39,-64.75,-61.73,-47.54,-41.36,-40.46,-33.36,-32.78,-28.65,-21.31,-66.62333333,-57.754,-44.533
Q03393,P08238,96.14,84.45,0,-56.31,-49.98,-36.81,-35.52,-32.82,-32.5,-30.6,-29.74,-22.87,-14.67,-47.7,-42.288,-34.182
Q9H840,P16284,81.92,80.6,0,-51.18,-48.14,-41.94,-36.89,-35.36,-35.08,-21.54,-18.06,-12.81,-12.15,-47.08666667,-42.702,-31.315
O75348,Q99832,93.16,89.04,0,-72.77,-49.88,-46.98,-46.13,-45.01,-44.73,-43.28,-38.81,-27.05,-23.98,-56.54333333,-52.154,-43.862
O00422,Q9NX18,87.52,84.2,0,-57.1,-52.81,-45.62,-45.15,-41.92,-38.29,-37.96,-34.55,-28.92,-17.53,-51.84333333,-48.52,-39.985
Q9H840,Q13232,81.92,92.67,0,-66.53,-66.4,-60.32,-55.69,-54.96,-50.37,-43.66,-40.32,-40.14,-36.97,-64.41666667,-60.78,-51.536
Q9UBS5,P23434,84.33,85.31,0,-78.03,-76.57,-71.49,-67.08,-54.41,-47.71,-45.79,-45.39,-44.71,-43.85,-75.36333333,-69.516,-57.503
P35475,O95169,95.13,88.8,0,-77.95,-62.93,-62.56,-54.28,-52.95,-51.2,-51.01,-50.3,-44.22,-36.16,-67.81333333,-62.134,-54.356
Q03013,Q9UII2,98.25,80.22,0,-56.24,-47.12,-43.6,-41.73,-41.47,-39.89,-38.46,-28.74,-23.84,-10.24,-48.98666667,-46.032,-37.133
P42356,Q5VUD6,80.11,82.4,0,-82.15,-58.27,-57.58,-56.4,-54.97,-44.75,-44.69,-39.67,-31.77,-30.59,-66,-61.874,-50.084
P62380,Q9NVE7,95.31,87.69,0,-68.41,-63.08,-58.12,-52.87,-51.41,-38.06,-31.97,-25,-24.18,-16.92,-63.20333333,-58.778,-43.002
P68366,Q6IB77,91.95,95.56,0,-53.45,-51.46,-45.89,-42.12,-40.8,-35.97,-33.78,-31.96,-28.3,-22.13,-50.26666667,-46.744,-38.586
O00755,O15182,88.76,89.55,0,-68.93,-57.87,-50.63,-49.52,-48.67,-43.84,-43.02,-38.77,-36.01,-12.52,-59.14333333,-55.124,-44.978
Q13275,Q08116,84.12,81.97,0,-65.24,-63.1,-49.19,-47,-43.16,-40.55,-38.24,-37.68,-31.52,5.78,-59.17666667,-53.538,-40.99
Q66LE6,Q9Y3F4,91.81,89.5,0,-75.74,-41.62,-40.01,-38.4,-35.69,-33.25,-28.82,-26.07,-18.24,-14.73,-52.45666667,-46.292,-35.257
O95897,P32249,84.16,86.6,0,-86.57,-76.51,-68.14,-62.05,-60.24,-59.02,-57.05,-51.68,-50.02,-45.83,-77.07333333,-70.702,-61.711
Q8WVZ9,P51948,81.26,85.32,0,-49.11,-45.4,-42.45,-40.95,-35.82,-33.4,-29.59,-20.1,-16.35,-11.2,-45.65333333,-42.746,-32.437
O60512,Q92535,88.72,88.82,0,-67.2,-65.8,-60.92,-60.29,-58.68,-54,-51.99,-49.64,-47.89,-44.8,-64.64,-62.578,-56.121
Q8N2U0,P32942,96.2,87.07,0,-73.22,-60.86,-53.27,-51.31,-50.22,-48.71,-46.59,-34.81,-34.76,-34.54,-62.45,-57.776,-48.829
Q14790,Q9Y285,81.49,87.66,0,-52.83,-49.14,-34.26,-33.02,-32.75,-32.29,-32.18,-25.93,-25.84,-25.32,-45.41,-40.4,-34.356
P63208,Q03405,90.26,81.66,0,-48.99,-40.65,-39.14,-38.89,-31.99,-29.52,-29.03,-28.73,-22.29,-18.43,-42.92666667,-39.932,-32.766
Q99436,P30084,89.77,91.3,0,-79.07,-62.41,-56.37,-47.22,-43.84,-42.43,-35.89,-35.7,-29.74,-28.02,-65.95,-57.782,-46.069
P61254,Q96JB5,92.33,83.52,0,-74.36,-61.51,-53.11,-51.39,-45.34,-39.69,-29.28,-25.47,-17.75,-2.63,-62.99333333,-57.142,-40.053
P63000,P63220,93.7,95.04,0,-60.6,-57.92,-52.7,-52.37,-50.02,-49.38,-44.99,-44.69,-37.32,-27.68,-57.07333333,-54.722,-47.767
P27449,O95376,88.55,85.91,0,-58.61,-52.27,-52.04,-47.4,-47.36,-43.33,-42.99,-31.56,-30.29,-27.61,-54.30666667,-51.536,-43.346
Q9UEU0,P50238,83.78,82.39,0,-43.24,-42.53,-41.07,-40.72,-35.48,-35.19,-34.75,-32.01,-30.86,-29.72,-42.28,-40.608,-36.557
